id,name,category,standard,coverage,scope,base_product,machining,n_tabs,tabs,current_tabs,n_live_links,vendors,text_only_sources,aliases,notes,qty:voron-2.4,qty:voron-trident,qty:voron-0.2,qty:voron-switchwire,qty:voron-cascade,qty:stealthburner,qty:optional-parts,qty:tools,qty:afterburner,qty:voron-m4,qty:mobius-3.1,qty:jetpack,qty:voron-0,qty:voron-0.1,qty:voron-1.8,qty:voron-1.6.2,qty:voron-2.2,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_1_url,link_2_url,link_3_url,link_4_url,link_5_url,link_6_url,link_7_url,link_8_url,link_9_url,link_10_url,link_11_url
cables.microfit-connector-receptacle-3-position-43645-0300,MicroFit Connector Receptacle 3 Position (43645-0300),Cables,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,1,Digi-Key,,MicroFit3 Connector Receptical 3 Position,,1,,,1,,1,,,,,,,,,,,1,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit-connector-receptacle-4-position-43645-0400,MicroFit Connector Receptacle 4 Position (43645-0400),Cables,,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,,4,,,4,,,,,,,,,,,,,4,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit-connector-receptacle-8-position-43020-0801,MicroFit Connector Receptacle 8 Position (43020-0801),Cables,,all_live,,,,1,optional-parts,optional-parts,1,arrow.com,,,Use on Toolhead if you want one connector,,,,,,,optional,,,,,,,,,,,Arrow,,,,,,,,,,,https://www.arrow.com/en/products/43020-0801/molex,,,,,,,,,,
cables.microfit3-dual-row-10circuits-male-female-plug,Microfit3 Dual Row (10circuits) Male & Female Plug,Cables,,all_live,,,,1,voron-0,,1,arrow.com,direct solder,,"full kit, you dont HAVE to use a single connector use as many or as few as you want",,,,,,,,,,,,,1,,,,,Arrow,,,,,,,,,,,https://www.arrow.com/en/products/76650-0159/molex,,,,,,,,,,
cables.microfit3-female-pin-43030-0007,MicroFit3 Female Pin (43030-0007),Cables,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,1,Digi-Key,,MicroFit3 Female Pin,,40,,,40,,3,,,,,,,,,,,40,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.microfit3-male-female-plugs,Microfit3 Male & Female Plugs,Cables,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,2,Digi-Key | arrow.com,,,"full kit, you dont HAVE to use a single connector use as many or as few as you want",,,1,,,,,,,,,,,1,,,,Digikey,Arrow,,,,,,,,,,https://www.digikey.com/en/products/detail/molex/0766500159/2116044,https://www.arrow.com/en/products/76650-0159/molex,,,,,,,,,
cables.microfit3-male-pin-43031-0007,MicroFit3 Male Pin (43031-0007),Cables,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire stealthburner voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,1,Digi-Key,,MicroFit3 Male Pin,This is a good starter kit that has plenty of pins and all of the required connectors. The kit comes with individual part numbers to source individual pieces later if required.,40,,,40,,3,,,,,,,,,,,40,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.mlx-female-pin-02-08-1002,MLX Female Pin (02-08-1002),Cables,,all_live,,,,4,voron-2.4 voron-trident voron-1.8 voron-2.2,voron-2.4 voron-trident,1,Digi-Key,,,,6,3,,,,,,,,,,,,,3,,6,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.mlx-male-pin-02-08-2004,MLX Male Pin (02-08-2004),Cables,,all_live,,,,4,voron-2.4 voron-trident voron-1.8 voron-2.2,voron-2.4 voron-trident,1,Digi-Key,,,,6,3,,,,,,,,,,,,,3,,6,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.mlx-power-plug-3-position-50-84-1030,MLX Power Plug 3 Position (50-84-1030),Cables,,all_live,,,,4,voron-2.4 voron-trident voron-1.8 voron-2.2,voron-2.4 voron-trident,1,Digi-Key,,,,1,1,,,,,,,,,,,,,1,,1,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.mlx-power-receptacle-3-position-50-84-2030,MLX Power Receptacle 3 Position (50-84-2030),Cables,,all_live,,,,4,voron-2.4 voron-trident voron-1.8 voron-2.2,voron-2.4 voron-trident,1,Digi-Key,,,"For Bed (Line, Neutral and Ground)",1,1,,,,,,,,,,,,,1,,1,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
cables.nylon-cable-ties-4,"Nylon Cable Ties 4""",Cables,,partial,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Amazon,,,,100,,,100,,,,,,,,,,,,,100,Amazon,,,,,,,,,,,https://amzn.to/2mzoRjl,,,,,,,,,,
cables.ptfe-wire-20gauge-10ft,PTFE Wire 20gauge 10ft,Cables,,none_live,,,,2,voron-0.2 voron-0.1,voron-0.2,0,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
cables.ptfe-wire-22gauge-100ft-get-5m-of-6-colors-for-30m-total-tin-plated,"PTFE Wire 22gauge 100ft (get 5m of 6 colors for 30m total, tin plated)",Cables,,none_live,,,,2,voron-0.2 voron-0.1,voron-0.2,0,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
cables.silicon-wire-24gauge-100ft-individual-strand-length-total-example-25ft-of-4p-wire-100ft,Silicon Wire 24gauge 100ft (individual strand length total [example: 25ft of 4p wire=100ft]),Cables,,partial,,,,1,voron-0,,1,AliExpress,,,,,,,,,,,,,,,,1,,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_dTGC7SE,,,,,,,,,,
cables.thermal-fuse-125c,Thermal Fuse 125C,Cables,,none_live,,,,2,voron-0 voron-0.1,,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
cables.thermal-fuse-150c,Thermal Fuse 150C,Cables,,none_live,,,,1,voron-0.2,voron-0.2,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cables.wire-18gauge-10ft-individual-strand-length-total-example-25ft-of-4p-wire-100ft,Wire 18gauge 10ft (individual strand length total [example: 25ft of 4p wire=100ft]),Cables,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,AliExpress,,Silicone Wire 18gauge 10ft (individual strand length total [example: 25ft of 4p wire=100ft]),this wire is for mains and can be of any type as longh as it is minimum 18 gauge,,,1,,,,,,,,,,,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_ANOyiL,,,,,,,,,,
controller.2-pin-kk-connector-housing,2 Pin KK Connector Housing,Controller,,partial,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
controller.3-pin-kk-connector-housing,3 Pin KK Connector Housing,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
controller.4-pin-kk-connector-housing,4 Pin KK Connector Housing,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
controller.5-pin-kk-connector-housing,5 Pin KK Connector Housing,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
controller.6-stepper-controller-or-multiple-to-equal-6-steppers,6 Stepper Controller (or multiple to equal 6+ steppers),Controller,,all_live,,,,1,voron-trident,voron-trident,2,AliExpress,,,At the moment there is no official preference on controller choice. Mount options are provided for all the common combinations.,,1,,,,,,,,,,,,,,,,Aliexpress (FYSETC),Aliexpress (BTT),,,,,,,,,,https://www.aliexpress.com/item/1005002324070189.html,https://www.aliexpress.com/item/1005002611654405.html,,,,,,,,,
controller.a4988-stepper-motor-driver,A4988 Stepper Motor Driver,Controller,,none_live,,,,2,voron-1.6.2 voron-2.2,,0,,,,"Get the kit from Zyltec with all 3 items (arduino, ramps, drivers)",,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,
controller.arduino-mega-2560,Arduino Mega 2560,Controller,,none_live,,,,2,voron-1.6.2 voron-2.2,,0,,,,"Get the kit from Zyltec with all 3 items (arduino, ramps, drivers)",,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
controller.bigtree-skr-1-4,Bigtree SKR 1.4,Controller,,all_live,,,,1,optional-parts,optional-parts,1,AliExpress,,,Quickly on its way to becoming the recommended controller for VORON machines,,,,,,,2,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/4000470048293.html,,,,,,,,,,
controller.duet-2-duex5,Duet 2 - Duex5,Controller,,partial,,,,1,optional-parts,optional-parts,1,Filastruder,,,"Duet is largely just more expense. We officially recommend the use of Klipper and not RRF, but you can run your Voron on RRF/Duet.",,,,,,,1,,,,,,,,,,,Filastruder,,,,,,,,,,,https://www.filastruder.com/collections/electronics/products/duex2-and-duex-5-expansion-board,,,,,,,,,,
controller.duet-2-pt100-daughter-board,Duet 2 - PT100 Daughter Board,Controller,,partial,,,,1,optional-parts,optional-parts,1,Filastruder,,,"Duet is largely just more expense. We officially recommend the use of Klipper and not RRF, but you can run your Voron on RRF/Duet.",,,,,,,1,,,,,,,,,,,Filastruder,,,,,,,,,,,https://www.filastruder.com/collections/electronics/products/temperature-sensor-boards-for-duet,,,,,,,,,,
controller.duet-2-wifi,Duet 2 Wifi,Controller,,partial,,,,1,optional-parts,optional-parts,1,Filastruder,,,"Duet is largely just more expense. We officially recommend the use of Klipper and not RRF, but you can run your Voron on RRF/Duet.",,,,,,,1,,,,,,,,,,,Filastruder,,,,,,,,,,,https://www.filastruder.com/collections/electronics/products/duet-wifi,,,,,,,,,,
controller.duet-maestro,Duet Maestro,Controller,,none_live,,,,1,optional-parts,optional-parts,0,,,,"Duet is largely just more expense. We officially recommend the use of Klipper and not RRF, but you can run your Voron on RRF/Duet.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
controller.duet-maestro-expansion-board,Duet Maestro Expansion Board,Controller,,partial,,,,1,optional-parts,optional-parts,1,AliExpress,,,"Duet is largely just more expense. We officially recommend the use of Klipper and not RRF, but you can run your Voron on RRF/Duet.",,,,,,,1,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/4000084426106.html,,,,,,,,,,
controller.fysetc-mini12864-display-type-b,FYSETC mini12864 Display (Type B),Controller,,all_live,,,,2,voron-trident voron-1.8,voron-trident,1,AliExpress,,,mini12864 display is more compact and updates the display look a bit! Type B is what I have,,1,,,,,,,,,,,,,1,,,Aliexpress (FYSETC),,,,,,,,,,,https://www.aliexpress.com/item/32980210325.html,,,,,,,,,,
controller.jst-crimp-pin-22-28awg,JST Crimp Pin (22-28AWG),Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/SXH-001T-P0.6/455-1135-1-ND/527370,,,,,,,,,,
controller.jst-xhp-2-housing,JST XHP-2 Housing,Controller,,partial,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/XHP-2/455-2266-ND/555485,,,,,,,,,,
controller.jst-xhp-3-housing,JST XHP-3 Housing,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/XHP-3/455-2219-ND/1651017,,,,,,,,,,
controller.jst-xhp-4-housing,JST XHP-4 Housing,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/jst-sales-america-inc/XHP-4/455-2267-ND/683353,,,,,,,,,,
controller.kk-crimp-pin,KK Crimp Pin,Controller,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,Spare,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/molex/0008500113/WM1114CT-ND/467980,,,,,,,,,,
controller.longer-display-cables-60cm,Longer Display Cables (60cm),Controller,,none_live,,,,1,voron-1.8,,0,,,,"Since MCU is on the back and display is on the front, these need to be a bit longer than normal",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
controller.micro-usb-power-cable,Micro USB Power Cable,Controller,,none_live,,,,2,voron-1.6.2 voron-2.2,,0,,use a spare from around the house,,"to get power from the RS-25-5 to the Pi / to get power from the RS-25-5 to the Pi, you can use a spare from around the house",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
controller.microsd-card,MicroSD Card,Controller,,all_live,,,,9,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-0.2 voron-switchwire,3,Amazon,,,"This SD card is a bit faster than the previously sourced one, but the difference should be minimal",1,1,1,1,,,,,,,,,1,1,1,1,1,Amazon (64gb),Amazon (32gb),Amazon,,,,,,,,,https://www.amazon.com/dp/B073JYVKNX,https://www.amazon.com/dp/B0749KG1JK,https://amzn.to/2PDYXWX,,,,,,,,
controller.mini-12864-display-type-b,Mini 12864 Display (Type B),Controller,,all_live,,,,2,voron-2.4 voron-switchwire,voron-2.4 voron-switchwire,2,AliExpress,X (2004 Reprap Display),,,1,,,1,,,,,,,,,,,,,,Fysetc,AliExpress,,,,,,,,,,https://www.aliexpress.com/item/32980210325.html,https://s.click.aliexpress.com/e/_d7ByDeP,,,,,,,,,
controller.ramps-1-4,RAMPs 1.4,Controller,,none_live,,,,2,voron-1.6.2 voron-2.2,,0,,,,"Get the kit from Zyltec with all 3 items (arduino, ramps, drivers)",,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
controller.raspberrypi3-b,RaspberryPi3 B+,Controller,,all_live,,,,2,voron-1.6.2 voron-2.2,,1,arrow.com,,"RaspberryPi3 B+ (dont get a 4, they have issues)",Also Buy a GOOD SD Card,,,,,,,,,,,,,,,,1,1,Arrow,,,,,,,,,,,https://www.arrow.com/en/products/raspberrypi3b/raspberry-pi-foundation,,,,,,,,,,
controller.raspberrypi4,RaspberryPi4,Controller,,partial,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,1,Amazon,,Raspberry Pi 4 2GB,"Quirks with the Raspberry Pi 4 have largely been figured out, and the Pi 3 B+ is no longer readily available. 2GB RAM version is plenty!",1,1,,1,,,,,,,,,,,1,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07TD42S27,,,,,,,,,,
controller.reprap-full-graphics-display,RepRap Full Graphics Display,Controller,,partial,,,,2,voron-1.6.2 voron-2.2,,1,Zyltech,,,,,,,,,,,,,,,,,,,1,1,Zyltech,,,,,,,,,,,https://www.zyltech.com/genuine-zyltech-ramps-1-4-3d-printer-12864-lcd-smart-controller,,,,,,,,,,
controller.skr-1-4,SKR 1.4,Controller,,partial,,,,2,voron-2.4 voron-1.8,voron-2.4,1,AliExpress,,,"Unfortunately SKR 1.3 is becoming difficult to find. SKR 1.4 is a fine replacement, the V1.8 SKR guide will have SKR 1.4 instructions",2,,,,,,,,,,,,,,1,,,BIGTREETECH,,,,,,,,,,,https://www.aliexpress.com/item/4000470048293.html,,,,,,,,,,
controller.tmc-2209-drivers,TMC 2209 Drivers,Controller,,partial,,,,4,voron-2.4 voron-trident optional-parts voron-1.8,voron-2.4 voron-trident optional-parts,3,AliExpress,,TMC2209 Stepper Motor Driver | TMC2209 Stepsticks for SKR 1.3,Generally purchasing BTT 2209s is the safest option / Use 2209 drivers w\ SKR 1.4 boards,7,6,,,,,7,,,,,,,,5,,,BIGTREETECH,Aliexpress,Just the Drivers (TMC 2209),,,,,,,,,https://www.aliexpress.com/item/33029587820.html,https://www.aliexpress.com/item/4000206288948.html,https://www.aliexpress.com/item/33047241001.html,,,,,,,,
controller.usb-c-power-cable,USB C Power Cable,Controller,,all_live,,,,2,voron-2.4 voron-switchwire,voron-2.4 voron-switchwire,1,Amazon,,,"to get power from the RS-25-5 to the Pi, you can use a spare from around the house",1,,,1,,,,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B01GGKYKQM,,,,,,,,,,
controller.usb-cable-a-male-b-male,USB Cable A-male B-male,Controller,,no_links,,,,3,voron-2.4 voron-1.6.2 voron-2.2,voron-2.4,0,,,USB Cable A-male B-male (Included with SKR),Most SKR kits come with a cable so this part is likely unnecessary as a separate purchase. Double check your purchase history. / Most RAMPs/MEGA kits come with a cable so this part is likely unnecessary as a separate purchase. Double check your purchase history.,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
electronics.120x120x15-fan-12v-rear-can-use-120x120x25-fan,120x120x15 Fan (12V) (Rear can use 120x120x25 Fan),Electronics,,none_live,,,,2,voron-1.6.2 voron-2.2,,0,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
electronics.24v-heater-cartridge-slim-wires,24V Heater Cartridge (slim wires),Electronics,,all_live,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,Amazon,,,this heater cart has thin wires that can be easier to route / this heater cart is known to have wires that work with the tight toolhead wire routing,,,1,,,,,,,,,,1,1,,,,Amazon [Affiliate Link],,,,,,,,,,,https://amzn.to/2VJlFAu,,,,,,,,,,
electronics.3007-axial-fan-5v-min-3-5cfm,3007 axial fan 5V (min 3.5CFM),Electronics,,all_live,,,,1,voron-0.1,,2,Digi-Key,,,not required if using a mosquito hotend,,,,,,,,,,,,,,1,,,,Digikey,Digikey,,,,,,,,,,https://www.digikey.com/en/products/detail/sunon-fans/4127-MF30060V1-1000U-A99/9838567,https://www.digikey.com/en/products/detail/delta-electronics/ASB0305HP-00CP4/7403227,,,,,,,,,
electronics.3010-axial-fan-24v,3010 axial fan 24v,Electronics,,all_live,,,,2,voron-0.2 voron-0,voron-0.2,3,AliExpress | Digi-Key,,3010 axial fan 24V,"5v version requires a 5v power source to use, stock wiring diagrams assume 24v / not required if using a mosquito hotend",,,2,,,,,,,,,,1,,,,,Aliexpress,gdstime ali,Digikey,,,,,,,,,https://s.click.aliexpress.com/e/_DkCBTgT,https://s.click.aliexpress.com/e/_d7Kb0ms,https://www.digikey.com/en/products/detail/mechatronics-fan-group/MR3010H05B1-RSR/7605851,,,,,,,,
electronics.3010-blower-fans-24v,3010 blower fans 24V,Electronics,,partial,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,3,AliExpress | Digi-Key,,,,,,2,,,,,,,,,,2,2,,,,gdstime ali,Aliexpress,Digikey (5v),,,,,,,,,https://s.click.aliexpress.com/e/_d8S7D6y,https://s.click.aliexpress.com/e/_DlbccTf,https://www.digikey.com/en/products/detail/delta-electronics/BFB0305HHA-C/11563392,,,,,,,,
electronics.3m-5952-vhb-tape-20mm-or-so-is-good,3M 5952 VHB tape (20mm or so is good),Electronics,,none_live,,,,1,voron-0.2,voron-0.2,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.4010-axial-fan,4010 Axial Fan,Electronics,,partial,,,,1,stealthburner,stealthburner,2,AliExpress,,,,,,,,,1,,,,,,,,,,,,Aliexpress,Aliexpress,,,,,,,,,,https://www.aliexpress.com/item/32727867521.html,https://s.click.aliexpress.com/e/_d8MBoAW,,,,,,,,,
electronics.40w-heater-cartridge,40w Heater Cartridge,Electronics,,all_live,,,,1,optional-parts,optional-parts,1,AliExpress,,,,,,,,,,Spare,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/32815934251.html,,,,,,,,,,
electronics.40x40x10-axial-fan-ball-bearing-24v,40x40x10 Axial Fan - Ball Bearing (24V),Electronics,,partial,,,,5,voron-2.4 voron-trident voron-switchwire afterburner voron-1.8,voron-2.4 voron-trident voron-switchwire,5,AliExpress | Amazon,X (it's 5V),40x40x10 Axial Fan- Ball Bearing (24V) | 40x40x10 Axial Fan (24V) | 40x40x10 Axial Fan,Delta or Sunon are preferred brands / Pretty much any fan here will work--airflow is less restricted through toolhead,1,1,,1,,,,,1,,,,,,1,,,Aliexpress,GDSTIME,GDSTIME (Aliexpress),Amazon,AliExpress,,,,,,,https://www.aliexpress.com/item/32868163248.html,https://www.aliexpress.com/item/32726640438.html,https://www.aliexpress.com/item/32727867521.html,https://www.amazon.com/dp/B07DB5H6K1,https://s.click.aliexpress.com/e/_d8MBoAW,,,,,,
electronics.40x40x10-centrifugal-blower-fan-12v,40x40x10 Centrifugal Blower Fan (12V),Electronics,,all_live,,,,2,voron-1.6.2 voron-2.2,,2,Digi-Key | AliExpress,,,"Delta is the preferred brand / Delta is the preferred brand, cut the tach wire off on the 12v fan (its the only easily sourcable one)",,,,,,,,,,,,,,,,2,2,Digikey,AliExpress,,,,,,,,,,https://www.digikey.com/product-detail/en/delta-electronics/BFB0412HHA-A117/603-1840-ND/5022816,https://www.aliexpress.com/item/32798634077.html,,,,,,,,,
electronics.40x40x20-axial-fan-12v,40x40x20 Axial Fan (12V),Electronics,,all_live,,,,2,voron-1.6.2 voron-2.2,,3,Digi-Key,,,Delta or Sunon are preferred brands,,,,,,,,,,,,,,,,1,1,Digikey (12v),Digikey (12v),Digikey (24v),,,,,,,,,https://www.digikey.com/product-detail/en/delta-electronics/EFB0412HD/603-1009-ND/1014340,https://www.digikey.com/product-detail/en/delta-electronics/EFB0412HD-F00/603-1396-ND/2560520,https://www.digikey.com/products/en,,,,,,,,
electronics.40x40x20-centrifugal-blower-fan-ball-bearing-24v,40x40x20 Centrifugal Blower Fan - Ball Bearing (24V),Electronics,,all_live,,,,4,voron-2.4 voron-switchwire afterburner voron-1.8,voron-2.4 voron-switchwire,5,AliExpress | Amazon,Need 5v if using Einsy,40x40x20 Radial Fan (Blower) | 40x40x20 Centrifugal Blower Fan (24V),"4020 blower fans are pretty much all ""clones"" and should work fine",1,,,1,,,,,1,,,,,,1,,,GDSTIME,Aliexpress,Amazon,Amazon,AliExpress,,,,,,,https://www.aliexpress.com/item/1005001464730686.html,https://www.aliexpress.com/item/32867138904.html,https://www.amazon.com/dp/B07L2YH79Y,https://www.amazon.com/dp/B07L2XZKS7,https://s.click.aliexpress.com/e/_dZ3Fq0i,,,,,,
electronics.50w-heater-cartridge,50w Heater Cartridge,Electronics,,all_live,,,,1,optional-parts,optional-parts,2,sliceengineering.com | AliExpress,,,,,,,,,,Spare,,,,,,,,,,,Slice Engineering,Aliexpress,,,,,,,,,,https://www.sliceengineering.com/shop/50w-heater-cartridge,https://www.aliexpress.com/item/32960167491.html,,,,,,,,,
electronics.50x50x15-centrifugal-fan-24v,50x50x15 Centrifugal Fan (24V),Electronics,,no_links,,,,2,voron-trident stealthburner,voron-trident stealthburner,0,,,50x50x15 Centrifugal Fan,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.60x60x20-axial-fan-24v,60x60x20 Axial Fan (24V),Electronics,,partial,,,,4,voron-2.4 voron-trident voron-switchwire voron-1.8,voron-2.4 voron-trident voron-switchwire,2,Digi-Key | AliExpress,Need a mosfet to drive,,,3,2,,1,,,,,,,,,,,3,,,DigiKey,GDSTIME,,,,,,,,,,https://www.digikey.com/product-detail/en/orion-fans/OD6020-24HB/1053-1234-ND/2621139,https://www.aliexpress.com/item/32899594270.html,,,,,,,,,
electronics.bat85-diode,BAT85 Diode,Electronics,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,not needed,,"You do not want to get this part from an Ali vendor as quality can be suspect. If these sources are not available in your area, please ask in a regional channel on Discord or search a local electronics store.",1,1,,1,,,,,,,,,,,1,1,1,DigiKey,,,,,,,,,,,https://www.digikey.com/product-detail/en/BAT85S-TR/BAT85SCT-ND/3104371,,,,,,,,,,
electronics.battery-backup-110v-us-only-1500va-900w,Battery Backup (110V US Only) (1500VA/900w),Electronics,,partial,,,,1,optional-parts,optional-parts,1,Amazon,,,"Highly recommended for any printer, this will safely support only 1 voron at a time. Alternative is identical but without a display.",,,,,,,1,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B000FBK3QK,,,,,,,,,,
electronics.bigtreetech-skr-mini-e3-v1-2-or-v2,Bigtreetech SKR mini E3 (v1.2 or v2),Electronics,,none_live,,,,1,voron-0,,0,,,,Space is a Premium,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.bigtreetech-skr-mini-e3-v2,Bigtreetech SKR mini E3 (v2),Electronics,,partial,,,,1,voron-0.1,,1,AliExpress,,,Space is a Premium,,,,,,,,,,,,,,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_9yHMVF,,,,,,,,,,
electronics.bigtreetech-skr-pico,Bigtreetech SKR Pico,Electronics,,partial,,,,1,voron-0.2,voron-0.2,1,AliExpress,,,Space is a Premium,,,1,,,,,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_DcyyjH5,,,,,,,,,,
electronics.c13-power-cord,C13 Power Cord,Electronics,,all_live,,,,6,voron-trident voron-0.2 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,voron-trident voron-0.2,1,Amazon,use a spare from around the house,,common cord found at any store that sells electronics,,1,1,,,,,,,,,,,1,1,1,1,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B072LNKHBB,,,,,,,,,,
electronics.c13-power-cord-with-inline-switch,C13 Power Cord with Inline Switch,Electronics,,all_live,,,,1,voron-0,,2,AliExpress,,,,,,,,,,,,,,,,1,,,,,Aliexpress,Aliexpress,,,,,,,,,,https://s.click.aliexpress.com/e/_dTDjOmA,https://www.aliexpress.com/item/4000353269786.html,,,,,,,,,
electronics.camera-for-octoprint,Camera (for Octoprint),Electronics,,all_live,,,,1,optional-parts,optional-parts,2,Amazon,,,"No Official Mount for these, but there are plenty on thingiverse and the like",,,,,,,1,,,,,,,,,,,Logitech C930e,Logitech C270,,,,,,,,,,https://www.amazon.com/dp/B00CRJWW2G,https://www.amazon.com/dp/B004FHO5Y6,,,,,,,,,
electronics.crydom-ed24d3-ssr,Crydom ED24D3 SSR,Electronics,,all_live,,,,1,voron-0,,2,Digi-Key | Mouser,,,SSR must be able to be switched by 3.3v power if using skr mini 1.1 instead of mini E3,,,,,,,,,,,,,1,,,,,Digikey,Mouser,,,,,,,,,,https://www.digikey.com/product-detail/en/sensata-crydom/ED24D3/CC1825-ND/2665173,https://www.mouser.com/ProductDetail/Crydom/ED24D3?qs=C7H2C2ytqFX%2Fs1r7lyp2Iw%3D%3D,,,,,,,,,
